epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
40,2639.28,0.86397,6.16498,0.7623,0.74299,1.61469,0.85596,0.816,0.89453,0.52182,0.47895,0.406,0.30345,0.0851,1.01725,6.72991,0.69414,0.81498,1.89205,0.0264549,0.00643887,0.00643887
41,2700.72,0.85953,6.08791,0.76017,0.72701,1.60995,0.913,0.93404,0.96562,0.62291,0.63713,0.59,0.49946,0.15434,0.85136,5.44597,0.67135,0.63505,1.6156,0.0245749,0.00655888,0.00655888
42,2764.46,0.85626,6.02425,0.76079,0.70809,1.59696,0.92,0.923,0.96803,0.63231,0.62776,0.57002,0.48649,0.15436,0.83893,5.44569,0.67417,0.62617,1.60428,0.0226929,0.0066769,0.0066769
43,2823.42,0.84955,5.95743,0.75376,0.70375,1.58826,0.90751,0.922,0.96265,0.62951,0.62256,0.586,0.50657,0.15885,0.86507,5.37385,0.67154,0.66453,1.64687,0.0208089,0.00679292,0.00679292
44,2882.52,0.85067,5.96559,0.75487,0.71007,1.59354,0.90027,0.92073,0.95451,0.60119,0.56538,0.578,0.48682,0.15103,0.93041,5.68053,0.67579,0.65658,1.74355,0.0189229,0.00690693,0.00690693
45,2993.68,0.84832,5.91684,0.7489,0.69737,1.59371,0.90193,0.925,0.96145,0.61297,0.62355,0.53337,0.47537,0.1454,0.88624,5.68883,0.67432,0.64355,1.65629,0.0170349,0.00701895,0.00701895
46,3057.38,0.83834,5.80028,0.75597,0.68272,1.577,0.92366,0.937,0.97183,0.63953,0.64366,0.626,0.53982,0.17759,0.83536,5.19867,0.67553,0.61321,1.59565,0.015145,0.00712897,0.00712897
47,3118.73,0.82924,5.78595,0.75347,0.68666,1.56892,0.92944,0.93529,0.97246,0.64786,0.66487,0.595,0.51625,0.17176,0.805,5.24292,0.66523,0.61388,1.56596,0.013253,0.00723698,0.00723698
48,3181.92,0.82247,5.71748,0.75191,0.68593,1.55654,0.92711,0.909,0.96042,0.63934,0.67523,0.617,0.5698,0.18884,0.83081,5.21213,0.66918,0.59723,1.59427,0.011359,0.007343,0.007343
49,3248.59,0.82356,5.6823,0.75043,0.67556,1.5512,0.93013,0.949,0.97438,0.64843,0.68317,0.618,0.55084,0.17592,0.79314,5.13309,0.66284,0.60095,1.53033,0.00946302,0.00744702,0.00744702
50,3309.67,0.81536,5.72877,0.75497,0.6689,1.54732,0.92799,0.94081,0.97643,0.65849,0.68249,0.636,0.56704,0.20028,0.7945,5.04586,0.66167,0.5833,1.53665,0.00756504,0.00754904,0.00754904
51,3369.66,0.81283,5.60633,0.7557,0.66368,1.54489,0.93276,0.95714,0.97949,0.66015,0.67876,0.646,0.55493,0.19326,0.78846,4.98736,0.66366,0.55486,1.53607,0.00750025,0.00750025,0.00750025
52,3437.08,0.79704,5.48462,0.74925,0.63917,1.52532,0.94397,0.945,0.98087,0.66898,0.69931,0.662,0.59121,0.20606,0.76838,4.84261,0.65927,0.56039,1.50051,0.00745026,0.00745026,0.00745026
53,3499.18,0.78852,5.40895,0.74589,0.62563,1.50483,0.9392,0.957,0.97955,0.67012,0.68663,0.67047,0.58445,0.20388,0.77879,4.87473,0.65897,0.54487,1.51071,0.00740026,0.00740026,0.00740026
54,3561.13,0.78722,5.43497,0.74497,0.63251,1.50769,0.94593,0.94471,0.97755,0.66724,0.6967,0.666,0.58619,0.21094,0.7794,4.84396,0.65954,0.55026,1.5155,0.00735027,0.00735027,0.00735027
55,3629.39,0.79157,5.41767,0.74807,0.61701,1.51401,0.9482,0.955,0.98447,0.68588,0.72166,0.695,0.6128,0.21973,0.75422,4.7519,0.66153,0.53877,1.47726,0.00730027,0.00730027,0.00730027
56,3692.41,0.7849,5.33489,0.74279,0.61989,1.50021,0.95695,0.95585,0.98404,0.68448,0.72295,0.70195,0.63048,0.23284,0.7467,4.62349,0.65929,0.51558,1.47527,0.00725027,0.00725027,0.00725027
57,3753.15,0.78571,5.31182,0.744,0.61361,1.50564,0.9508,0.94695,0.98392,0.68749,0.71734,0.70299,0.63113,0.22884,0.75248,4.63466,0.65451,0.51832,1.48529,0.00720028,0.00720028,0.00720028
58,3822.14,0.7706,5.22723,0.73807,0.59751,1.48393,0.94333,0.96544,0.98063,0.69081,0.71935,0.71257,0.63764,0.24027,0.75299,4.57816,0.6541,0.52016,1.47796,0.00715029,0.00715029,0.00715029
59,3882.5,0.76674,5.18379,0.74008,0.59672,1.48668,0.93361,0.97,0.97988,0.68982,0.74155,0.70584,0.65263,0.24599,0.74269,4.55353,0.65392,0.5156,1.46175,0.00710029,0.00710029,0.00710029
60,3943.97,0.76123,5.13211,0.73604,0.59378,1.47835,0.94504,0.96293,0.98288,0.69277,0.72391,0.706,0.62901,0.2416,0.73798,4.51754,0.64808,0.50782,1.44902,0.0070503,0.0070503,0.0070503
61,4010.65,0.75454,5.03423,0.73412,0.57872,1.46588,0.95397,0.95338,0.98054,0.69373,0.70646,0.7,0.63608,0.24381,0.75964,4.61708,0.65255,0.51507,1.49531,0.0070003,0.0070003,0.0070003
62,4074.23,0.74745,4.99715,0.7364,0.57294,1.45899,0.95453,0.96567,0.98206,0.69992,0.76014,0.72,0.65987,0.2508,0.73362,4.41599,0.65393,0.49932,1.46127,0.00695031,0.00695031,0.00695031
63,4134.94,0.74927,4.95526,0.73344,0.57616,1.45945,0.95093,0.96886,0.98327,0.69975,0.74423,0.714,0.65677,0.25722,0.74969,4.46283,0.64812,0.50333,1.49186,0.00690031,0.00690031,0.00690031
64,4199.76,0.74852,4.90536,0.72772,0.56484,1.45095,0.95679,0.97419,0.98732,0.69733,0.76052,0.73994,0.6816,0.26569,0.72556,4.27844,0.64702,0.48926,1.43799,0.00685032,0.00685032,0.00685032
65,4259.46,0.73963,4.91446,0.7387,0.5666,1.44945,0.95471,0.971,0.98685,0.69927,0.75481,0.743,0.67986,0.26413,0.72569,4.31967,0.6487,0.49042,1.44516,0.00680032,0.00680032,0.00680032
66,4319.76,0.73847,4.86972,0.72997,0.56154,1.45064,0.95419,0.97902,0.98477,0.70661,0.75437,0.75242,0.68385,0.27473,0.7166,4.28067,0.64497,0.4778,1.42764,0.00675033,0.00675033,0.00675033
67,4384.03,0.73282,4.82842,0.73113,0.55338,1.43691,0.96121,0.96652,0.98179,0.70259,0.76851,0.755,0.69971,0.27675,0.71701,4.2435,0.6482,0.47501,1.42667,0.00670033,0.00670033,0.00670033
68,4446.26,0.72593,4.79514,0.72292,0.54888,1.42854,0.96049,0.97228,0.98647,0.70128,0.76622,0.747,0.68661,0.28425,0.72028,4.2597,0.64395,0.47817,1.42113,0.00665034,0.00665034,0.00665034
69,4503.6,0.72852,4.77412,0.72566,0.54573,1.43252,0.95798,0.967,0.98404,0.70901,0.77516,0.753,0.69457,0.28487,0.71426,4.1892,0.64272,0.47974,1.42032,0.00660034,0.00660034,0.00660034
70,4567.89,0.71615,4.69811,0.72642,0.53916,1.41499,0.96428,0.97174,0.98728,0.71149,0.78646,0.759,0.7069,0.28996,0.7036,4.16747,0.64372,0.46668,1.41159,0.00655035,0.00655035,0.00655035
71,4631.06,0.72144,4.66964,0.72439,0.53841,1.42043,0.95601,0.974,0.98517,0.71455,0.77853,0.745,0.68852,0.28197,0.69971,4.16542,0.64151,0.46919,1.40645,0.00650035,0.00650035,0.00650035
72,4691.11,0.71651,4.61851,0.72096,0.53768,1.41849,0.9575,0.972,0.98762,0.71981,0.77502,0.754,0.69927,0.29441,0.69306,4.12342,0.63922,0.46669,1.39668,0.00645035,0.00645035,0.00645035
73,4758.48,0.70662,4.57841,0.71834,0.53037,1.40339,0.95947,0.97049,0.98704,0.72054,0.77726,0.75025,0.7014,0.29474,0.69384,4.12391,0.64021,0.46149,1.39304,0.00640036,0.00640036,0.00640036
74,4821.37,0.70169,4.58705,0.72322,0.52319,1.40404,0.96759,0.975,0.98863,0.71834,0.7827,0.763,0.70417,0.30071,0.69499,4.05942,0.64036,0.45404,1.39584,0.00635037,0.00635037,0.00635037
75,4883.84,0.70185,4.56324,0.72023,0.52489,1.40076,0.96393,0.971,0.98821,0.7215,0.79048,0.77341,0.72213,0.30284,0.69472,4.03932,0.6386,0.44979,1.39368,0.00630037,0.00630037,0.00630037
76,4951.44,0.70072,4.48702,0.72069,0.51774,1.39824,0.96036,0.972,0.98858,0.72309,0.78947,0.776,0.73308,0.30785,0.688,4.02222,0.63837,0.44982,1.37925,0.00625038,0.00625038,0.00625038
77,5014.49,0.69316,4.43915,0.71606,0.51334,1.38421,0.96545,0.97788,0.98901,0.7205,0.79263,0.779,0.73247,0.31178,0.69019,4.02461,0.6357,0.4549,1.38479,0.00620038,0.00620038,0.00620038
78,5074.37,0.69576,4.44238,0.71724,0.51631,1.39055,0.96598,0.96552,0.98703,0.72134,0.78298,0.781,0.73282,0.31756,0.69075,3.9804,0.63613,0.45214,1.39027,0.00615038,0.00615038,0.00615038
79,5140.25,0.69074,4.38711,0.71352,0.50888,1.38485,0.97004,0.97143,0.99072,0.72603,0.80284,0.77775,0.73875,0.31817,0.68818,3.96851,0.63461,0.44435,1.38596,0.00610039,0.00610039,0.00610039
80,5202.21,0.68651,4.39894,0.7154,0.51173,1.37929,0.96335,0.97267,0.98899,0.72126,0.7955,0.78,0.73637,0.31925,0.69186,3.91464,0.63306,0.44595,1.38436,0.0060504,0.0060504,0.0060504
81,5262.76,0.67931,4.31592,0.71355,0.50497,1.37122,0.96044,0.975,0.98896,0.72676,0.79522,0.774,0.72957,0.31815,0.6841,3.91721,0.63289,0.44865,1.38042,0.0060004,0.0060004,0.0060004
82,5327.48,0.67879,4.29118,0.71114,0.50048,1.37043,0.96651,0.972,0.98885,0.72657,0.79838,0.786,0.74472,0.33077,0.6799,3.88508,0.63191,0.43981,1.37617,0.0059504,0.0059504,0.0059504
83,5387.32,0.67631,4.31809,0.70987,0.49845,1.36783,0.97003,0.97109,0.98998,0.72752,0.80773,0.77719,0.74212,0.32913,0.67824,3.89027,0.63248,0.43678,1.3739,0.00590041,0.00590041,0.00590041
84,5447.47,0.67665,4.27665,0.71031,0.49615,1.37381,0.96375,0.98364,0.99074,0.72916,0.80048,0.778,0.73818,0.32962,0.67961,3.88343,0.63144,0.43844,1.37501,0.00585042,0.00585042,0.00585042
85,5515.86,0.67136,4.2465,0.71,0.49213,1.36508,0.96616,0.979,0.98878,0.73057,0.78854,0.786,0.73314,0.33091,0.6766,3.87486,0.63241,0.43786,1.36942,0.00580042,0.00580042,0.00580042
86,5577.25,0.66721,4.20749,0.70629,0.49011,1.3591,0.96739,0.97897,0.98849,0.7327,0.79077,0.78,0.72672,0.32705,0.67528,3.86606,0.63135,0.43317,1.37003,0.00575042,0.00575042,0.00575042
87,5638.99,0.6671,4.1785,0.70835,0.48789,1.35379,0.96342,0.982,0.98921,0.7326,0.79281,0.783,0.72938,0.32919,0.67852,3.87436,0.62903,0.43225,1.37036,0.00570043,0.00570043,0.00570043
88,5705.28,0.66864,4.17596,0.70826,0.49279,1.35916,0.96813,0.978,0.98936,0.73278,0.78239,0.79,0.72995,0.32893,0.67849,3.87791,0.62911,0.43285,1.37532,0.00565043,0.00565043,0.00565043
89,5764.78,0.65719,4.11907,0.70429,0.47762,1.34566,0.96512,0.981,0.98959,0.73387,0.79038,0.78803,0.74022,0.33632,0.67889,3.84533,0.62811,0.43425,1.37131,0.00560044,0.00560044,0.00560044
90,5825.44,0.658,4.08703,0.7073,0.47997,1.34378,0.97021,0.97713,0.99083,0.73504,0.794,0.795,0.74347,0.33873,0.68031,3.82815,0.62868,0.43063,1.37359,0.00555044,0.00555044,0.00555044
91,5892.75,0.65735,4.07682,0.70426,0.47994,1.34594,0.96725,0.974,0.9879,0.73327,0.79959,0.79397,0.75276,0.34512,0.67386,3.82002,0.62766,0.4283,1.36778,0.00550045,0.00550045,0.00550045
92,5953.41,0.65724,4.0772,0.70144,0.47573,1.33719,0.9711,0.98,0.98889,0.73454,0.80061,0.797,0.7512,0.3476,0.67283,3.80502,0.62803,0.42437,1.36534,0.00545045,0.00545045,0.00545045
93,6014.88,0.64923,4.04464,0.69955,0.4754,1.33654,0.96921,0.97593,0.98789,0.73425,0.79765,0.792,0.74127,0.34808,0.67365,3.80542,0.62756,0.42602,1.36559,0.00540046,0.00540046,0.00540046
94,6081.26,0.64716,3.99826,0.69671,0.47243,1.33406,0.96939,0.9818,0.98884,0.73257,0.79588,0.794,0.74342,0.34902,0.67211,3.77282,0.62599,0.42678,1.36321,0.00535046,0.00535046,0.00535046
95,6142.8,0.65286,4.01671,0.69767,0.47296,1.33612,0.96841,0.982,0.98889,0.73295,0.78784,0.79837,0.74515,0.34753,0.66916,3.76199,0.62505,0.42698,1.35877,0.00530047,0.00530047,0.00530047
96,6204.48,0.64565,3.99965,0.70002,0.4729,1.32909,0.96842,0.98115,0.98918,0.73534,0.7914,0.799,0.73839,0.34771,0.67102,3.75339,0.62323,0.42424,1.36298,0.00525048,0.00525048,0.00525048
97,6271.96,0.63645,3.92822,0.69239,0.46144,1.32003,0.97408,0.97724,0.98996,0.73897,0.80176,0.803,0.75006,0.35789,0.66946,3.74596,0.6218,0.42216,1.36232,0.00520048,0.00520048,0.00520048
98,6333.94,0.63207,3.88852,0.69238,0.45674,1.31743,0.9693,0.97869,0.98944,0.7392,0.80218,0.80291,0.75243,0.35831,0.66626,3.74277,0.62125,0.42165,1.35865,0.00515049,0.00515049,0.00515049
99,6393.97,0.64059,3.93026,0.69599,0.46574,1.32489,0.96243,0.986,0.99016,0.73868,0.80489,0.80444,0.76087,0.36063,0.66782,3.73077,0.6213,0.42042,1.36157,0.00510049,0.00510049,0.00510049
100,6459.95,0.64218,3.88687,0.69287,0.46481,1.32558,0.96455,0.987,0.99045,0.73649,0.81018,0.806,0.76508,0.3628,0.66882,3.72577,0.62154,0.41869,1.3639,0.0050505,0.0050505,0.0050505
101,6521.38,0.63277,3.83834,0.69577,0.45573,1.31887,0.96635,0.988,0.99098,0.73844,0.81214,0.80412,0.76886,0.35927,0.66843,3.7162,0.62101,0.41728,1.36397,0.0050005,0.0050005,0.0050005
102,6583.52,0.6302,3.80998,0.68831,0.45495,1.31585,0.96794,0.984,0.99124,0.74005,0.80684,0.81034,0.77024,0.36308,0.66714,3.70041,0.62062,0.41675,1.36257,0.00495051,0.00495051,0.00495051
103,6649.17,0.62397,3.79562,0.68883,0.45118,1.30191,0.97237,0.985,0.99181,0.7406,0.80576,0.802,0.76783,0.36508,0.66767,3.69797,0.61997,0.41575,1.36378,0.00490051,0.00490051,0.00490051
104,6711.08,0.62837,3.8002,0.68664,0.45647,1.30789,0.96944,0.98339,0.99117,0.74109,0.81528,0.806,0.77637,0.36671,0.66735,3.69018,0.61981,0.41614,1.36282,0.00485051,0.00485051,0.00485051
105,6770.6,0.62531,3.77189,0.68636,0.45065,1.30834,0.97132,0.98205,0.99114,0.74256,0.82014,0.81166,0.78099,0.36907,0.66674,3.67688,0.61946,0.41533,1.36059,0.00480052,0.00480052,0.00480052
106,6833.13,0.62029,3.74192,0.6851,0.44773,1.30124,0.97339,0.98,0.99065,0.74206,0.81581,0.81498,0.78021,0.371,0.66632,3.66783,0.61885,0.41516,1.36026,0.00475053,0.00475053,0.00475053
107,6892.43,0.61519,3.74109,0.6815,0.44447,1.29847,0.97476,0.981,0.99094,0.74344,0.8164,0.815,0.78217,0.37027,0.66559,3.66894,0.61856,0.41593,1.35958,0.00470053,0.00470053,0.00470053
108,6955.47,0.61621,3.68884,0.68363,0.44748,1.29665,0.97809,0.983,0.99081,0.74233,0.81497,0.814,0.7788,0.37167,0.66487,3.66223,0.61808,0.4144,1.35874,0.00465053,0.00465053,0.00465053
109,7021.95,0.61118,3.67698,0.68424,0.44338,1.29064,0.97535,0.981,0.99041,0.74224,0.81257,0.81503,0.77064,0.37295,0.66335,3.65783,0.61788,0.41474,1.35705,0.00460054,0.00460054,0.00460054
110,7083.65,0.61337,3.66963,0.68191,0.44582,1.28949,0.97723,0.983,0.99044,0.74402,0.81577,0.81477,0.77356,0.37471,0.66322,3.64806,0.61698,0.41439,1.35713,0.00455054,0.00455054,0.00455054
111,7145.36,0.61246,3.61393,0.68284,0.44028,1.29214,0.97673,0.984,0.99034,0.74342,0.81705,0.815,0.77827,0.37523,0.66319,3.64544,0.61668,0.41328,1.35767,0.00450055,0.00450055,0.00450055
112,7211.21,0.60647,3.60281,0.68154,0.43987,1.28271,0.97653,0.983,0.99041,0.74297,0.81319,0.80967,0.77771,0.37852,0.66395,3.64479,0.61571,0.41307,1.3591,0.00445055,0.00445055,0.00445055
113,7270.97,0.60383,3.61384,0.67829,0.43663,1.28138,0.97627,0.984,0.99055,0.74388,0.81147,0.808,0.77852,0.37823,0.66345,3.6437,0.61488,0.41393,1.35823,0.00440056,0.00440056,0.00440056
114,7330.52,0.60126,3.59068,0.67693,0.43672,1.28166,0.97603,0.984,0.99069,0.74337,0.80927,0.8104,0.77645,0.37816,0.66328,3.63698,0.61448,0.41333,1.3583,0.00435057,0.00435057,0.00435057
115,7395.11,0.60347,3.55419,0.67888,0.43357,1.27809,0.97645,0.984,0.99079,0.74417,0.80733,0.813,0.77317,0.37801,0.66411,3.62976,0.61426,0.41248,1.36036,0.00430057,0.00430057,0.00430057
116,7455.28,0.5937,3.52694,0.6774,0.42828,1.27166,0.97576,0.983,0.99084,0.74497,0.81165,0.817,0.77724,0.37796,0.66314,3.62441,0.61395,0.41204,1.35983,0.00425058,0.00425058,0.00425058
117,7515.15,0.60181,3.51736,0.67379,0.43599,1.2741,0.97714,0.98309,0.99096,0.74503,0.81094,0.81499,0.77822,0.38042,0.66269,3.61538,0.6135,0.41075,1.35918,0.00420058,0.00420058,0.00420058
118,7579.7,0.59429,3.49758,0.67224,0.42869,1.27096,0.97808,0.98155,0.99089,0.74643,0.81258,0.815,0.77959,0.37961,0.66132,3.61346,0.61298,0.41062,1.35684,0.00415059,0.00415059,0.00415059
119,7641.16,0.59082,3.5137,0.67432,0.42945,1.26652,0.97904,0.98113,0.99109,0.74778,0.81316,0.81387,0.78141,0.38044,0.66122,3.60991,0.6126,0.41095,1.35651,0.00410059,0.00410059,0.00410059
120,7703.57,0.59588,3.49747,0.67013,0.42759,1.27108,0.97906,0.98184,0.99107,0.74669,0.81233,0.813,0.77881,0.3811,0.66053,3.60162,0.61221,0.41076,1.35543,0.0040506,0.0040506,0.0040506
