epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
121,7768.47,0.58583,3.4568,0.67183,0.42248,1.25334,0.97905,0.98121,0.99114,0.74759,0.81254,0.813,0.78027,0.38219,0.65938,3.59759,0.61169,0.41064,1.35399,0.0040006,0.0040006,0.0040006
122,7828.83,0.58692,3.47404,0.67414,0.42136,1.26317,0.97906,0.98203,0.99122,0.74856,0.81312,0.81364,0.78031,0.38338,0.65914,3.59706,0.61194,0.40921,1.35407,0.00395061,0.00395061,0.00395061
123,7890.68,0.58113,3.42741,0.66915,0.42206,1.25432,0.97909,0.9831,0.99123,0.74901,0.81326,0.81442,0.78073,0.38503,0.65975,3.59424,0.61155,0.40917,1.35499,0.00390061,0.00390061,0.00390061
124,7955.3,0.58482,3.40923,0.66692,0.42083,1.25366,0.97883,0.983,0.99123,0.74895,0.81552,0.818,0.7849,0.3864,0.65978,3.5903,0.61122,0.40854,1.35549,0.00385061,0.00385061,0.00385061
125,8015.57,0.57779,3.38695,0.66755,0.41609,1.25392,0.98033,0.985,0.99182,0.74903,0.81931,0.82071,0.7897,0.38752,0.65944,3.58866,0.61113,0.40743,1.35514,0.00380062,0.00380062,0.00380062
126,8074.81,0.57884,3.38418,0.66844,0.41803,1.24591,0.98079,0.985,0.99163,0.75001,0.81824,0.819,0.79074,0.38957,0.65929,3.58704,0.611,0.40675,1.35491,0.00375062,0.00375062,0.00375062
127,8139.87,0.57803,3.36149,0.6679,0.41398,1.25315,0.98103,0.9827,0.99172,0.75083,0.82049,0.821,0.79661,0.3904,0.65871,3.58406,0.61081,0.40575,1.35461,0.00370063,0.00370063,0.00370063
128,8201.58,0.57506,3.37063,0.66658,0.41512,1.24345,0.98104,0.98327,0.99169,0.75075,0.82063,0.821,0.79792,0.39168,0.65826,3.58309,0.61046,0.40536,1.35399,0.00365063,0.00365063,0.00365063
129,8260.19,0.57299,3.3039,0.66813,0.4154,1.24567,0.98104,0.98294,0.99163,0.75087,0.81726,0.8184,0.791,0.39118,0.65833,3.58065,0.61026,0.40546,1.35424,0.00360064,0.00360064,0.00360064
130,8322.67,0.57393,3.33386,0.6652,0.41208,1.24664,0.98095,0.984,0.99163,0.75122,0.82047,0.8226,0.79486,0.39299,0.65797,3.57771,0.6101,0.40547,1.35369,0.00355064,0.00355064,0.00355064
131,8383,0.56734,3.29293,0.66717,0.41037,1.2413,0.98064,0.984,0.99162,0.7516,0.81845,0.821,0.79236,0.39334,0.65718,3.57453,0.60998,0.40574,1.35271,0.00350065,0.00350065,0.00350065
132,8441.93,0.573,3.27739,0.66527,0.41073,1.24342,0.98072,0.984,0.99161,0.75311,0.82146,0.824,0.80259,0.39709,0.65679,3.5731,0.60981,0.40466,1.35219,0.00345065,0.00345065,0.00345065
133,8559.18,0.56713,3.25325,0.66263,0.40927,1.23625,0.9806,0.984,0.99167,0.75338,0.81942,0.822,0.80004,0.39746,0.65672,3.57097,0.60958,0.40392,1.35229,0.00340066,0.00340066,0.00340066
134,8619.18,0.56385,3.25608,0.66191,0.4084,1.23127,0.98204,0.98421,0.99163,0.7545,0.81837,0.82002,0.79514,0.39951,0.65619,3.56912,0.60935,0.40368,1.35131,0.00335066,0.00335066,0.00335066
135,8680.02,0.56667,3.25739,0.66174,0.40752,1.23541,0.98205,0.98452,0.99162,0.75544,0.81745,0.81946,0.79427,0.40091,0.65577,3.56421,0.60916,0.4033,1.35101,0.00330067,0.00330067,0.00330067
136,8741.79,0.56115,3.22479,0.65771,0.40372,1.22751,0.98204,0.98417,0.99162,0.75715,0.8174,0.81917,0.79556,0.40297,0.6552,3.56242,0.60874,0.40279,1.35038,0.00325067,0.00325067,0.00325067
137,8801.93,0.55688,3.21856,0.66162,0.40301,1.22524,0.98187,0.984,0.99158,0.75786,0.81722,0.819,0.79714,0.40554,0.65456,3.5613,0.60862,0.40233,1.34999,0.00320068,0.00320068,0.00320068
138,8862.24,0.55218,3.18832,0.65847,0.401,1.22487,0.98182,0.984,0.99161,0.75918,0.81731,0.819,0.8007,0.40736,0.65451,3.55811,0.60833,0.40202,1.34973,0.00315068,0.00315068,0.00315068
139,8923.47,0.55616,3.16652,0.65754,0.39986,1.22002,0.98152,0.984,0.9916,0.7597,0.81832,0.81979,0.80222,0.40864,0.65413,3.55523,0.60816,0.40192,1.34889,0.00310069,0.00310069,0.00310069
140,8985.41,0.55275,3.16522,0.65722,0.40214,1.21822,0.98115,0.984,0.9916,0.75892,0.81894,0.821,0.80337,0.40893,0.65399,3.55283,0.60764,0.40181,1.3486,0.0030507,0.0030507,0.0030507
141,9048.44,0.55354,3.13532,0.65486,0.39757,1.21723,0.98085,0.984,0.99156,0.75931,0.81742,0.82,0.8033,0.40993,0.65383,3.5496,0.60734,0.40208,1.34813,0.0030007,0.0030007,0.0030007
142,9111.69,0.54921,3.13812,0.6563,0.39798,1.21683,0.9809,0.984,0.99161,0.75952,0.8192,0.822,0.80416,0.41107,0.65373,3.54644,0.60718,0.40192,1.34834,0.00295071,0.00295071,0.00295071
143,9173.51,0.54867,3.10806,0.65284,0.3987,1.20764,0.98049,0.984,0.99158,0.75896,0.81834,0.821,0.80398,0.41187,0.65331,3.54531,0.60704,0.40216,1.34793,0.00290071,0.00290071,0.00290071
144,9234.23,0.54673,3.10185,0.65471,0.39517,1.21296,0.98027,0.984,0.99159,0.75879,0.81748,0.82,0.80343,0.41281,0.65313,3.54628,0.60679,0.40237,1.34799,0.00285072,0.00285072,0.00285072
145,9298.55,0.5451,3.08148,0.65338,0.39365,1.20757,0.98009,0.983,0.99071,0.75928,0.81715,0.819,0.80069,0.41228,0.65333,3.5433,0.60633,0.40248,1.34824,0.00280072,0.00280072,0.00280072
146,9362.2,0.54512,3.07285,0.6568,0.39502,1.20999,0.97964,0.983,0.99072,0.759,0.8173,0.819,0.8002,0.41075,0.65345,3.54182,0.60553,0.40185,1.34836,0.00275072,0.00275072,0.00275072
147,9421.04,0.53964,3.06118,0.65225,0.39116,1.21016,0.97932,0.983,0.9907,0.75937,0.82119,0.823,0.80683,0.41284,0.65331,3.53979,0.60488,0.40105,1.3481,0.00270073,0.00270073,0.00270073
148,9484.6,0.53892,3.06652,0.65303,0.39339,1.20553,0.98007,0.983,0.99071,0.75899,0.81995,0.81973,0.80104,0.41234,0.65339,3.53723,0.6042,0.39988,1.34848,0.00265074,0.00265074,0.00265074
149,9545.7,0.53545,3.06074,0.64957,0.39079,1.20209,0.97991,0.983,0.99065,0.75951,0.82106,0.82132,0.80372,0.41298,0.6533,3.53296,0.60379,0.39934,1.34817,0.00260074,0.00260074,0.00260074
150,9606.31,0.53214,3.0461,0.65288,0.38783,1.19906,0.98005,0.98261,0.99064,0.75938,0.82252,0.823,0.80679,0.41434,0.65314,3.52998,0.60333,0.39812,1.34794,0.00255074,0.00255074,0.00255074
151,9669.92,0.53531,3.0026,0.6488,0.38716,1.19837,0.97968,0.982,0.99064,0.75896,0.82489,0.82438,0.80809,0.41499,0.65303,3.52931,0.60323,0.39801,1.34789,0.00250075,0.00250075,0.00250075
152,9731.22,0.53189,2.99565,0.65067,0.38738,1.19314,0.97968,0.982,0.99068,0.75908,0.82352,0.823,0.8064,0.41568,0.65285,3.52808,0.60313,0.39786,1.34791,0.00245075,0.00245075,0.00245075
153,9791.25,0.53431,2.9794,0.65087,0.38574,1.19652,0.97982,0.982,0.9907,0.75856,0.82351,0.823,0.80628,0.41637,0.65287,3.52663,0.60305,0.3973,1.34779,0.00240076,0.00240076,0.00240076
154,9853.12,0.52926,2.9623,0.65014,0.38323,1.1964,0.97928,0.982,0.99071,0.75911,0.82345,0.823,0.80608,0.41713,0.65269,3.52509,0.60293,0.39689,1.34759,0.00235076,0.00235076,0.00235076
155,9912.97,0.52809,2.97993,0.64858,0.38495,1.19341,0.97998,0.982,0.9907,0.75934,0.82355,0.823,0.80625,0.41672,0.65283,3.52265,0.60282,0.39656,1.3477,0.00230077,0.00230077,0.00230077
156,9971.56,0.52166,2.94229,0.65196,0.38219,1.19106,0.98004,0.98197,0.99069,0.75925,0.82249,0.822,0.80279,0.41699,0.65286,3.5204,0.60271,0.39642,1.34793,0.00225077,0.00225077,0.00225077
157,10081.5,0.52315,2.94873,0.64273,0.38151,1.18652,0.98003,0.98148,0.9907,0.75939,0.82345,0.823,0.8035,0.41723,0.65286,3.51923,0.60251,0.39635,1.34779,0.00220078,0.00220078,0.00220078
158,10141.9,0.52499,2.93166,0.64553,0.37876,1.19242,0.97958,0.981,0.99069,0.75901,0.82448,0.824,0.80412,0.41651,0.65266,3.51797,0.60251,0.39598,1.34786,0.00215078,0.00215078,0.00215078
159,10206,0.52097,2.91979,0.64758,0.38053,1.18339,0.97961,0.981,0.99072,0.75843,0.82541,0.825,0.80542,0.41766,0.65285,3.51585,0.60232,0.39586,1.3482,0.00210079,0.00210079,0.00210079
160,10266.1,0.51837,2.90849,0.64572,0.37604,1.1817,0.97904,0.98114,0.99073,0.75795,0.82593,0.826,0.80631,0.41839,0.65272,3.51367,0.60213,0.39602,1.34827,0.00205079,0.00205079,0.00205079
161,10325.3,0.52027,2.87404,0.64491,0.37663,1.18059,0.98,0.981,0.99074,0.75809,0.82505,0.825,0.8059,0.41832,0.65266,3.51309,0.60197,0.39586,1.34819,0.0020008,0.0020008,0.0020008
162,10383.9,0.51623,2.87722,0.64381,0.3778,1.17518,0.97998,0.981,0.99072,0.75828,0.82694,0.827,0.80857,0.41796,0.65258,3.51241,0.60186,0.39598,1.348,0.0019508,0.0019508,0.0019508
163,10489.1,0.51639,2.86574,0.64265,0.37418,1.18088,0.97987,0.982,0.99079,0.7586,0.82461,0.826,0.80948,0.41732,0.65275,3.5119,0.60181,0.39553,1.34825,0.00190081,0.00190081,0.00190081
164,10553.3,0.51191,2.83202,0.63944,0.37379,1.17368,0.97988,0.982,0.99072,0.75896,0.8245,0.826,0.80955,0.41756,0.65276,3.51149,0.60178,0.3955,1.34834,0.00185082,0.00185082,0.00185082
165,10614.8,0.50935,2.83825,0.64318,0.37434,1.16988,0.98005,0.982,0.99072,0.75851,0.82536,0.827,0.8125,0.41832,0.65278,3.51083,0.60168,0.39532,1.34849,0.00180082,0.00180082,0.00180082
166,10675.9,0.50937,2.82424,0.64132,0.37361,1.16983,0.97998,0.982,0.99069,0.75923,0.8253,0.827,0.81216,0.41789,0.65282,3.50999,0.6016,0.39554,1.3487,0.00175083,0.00175083,0.00175083
167,10737.3,0.50998,2.82039,0.64062,0.37035,1.17175,0.97988,0.982,0.99068,0.75954,0.82421,0.826,0.81121,0.41849,0.65287,3.50891,0.60155,0.39524,1.34877,0.00170083,0.00170083,0.00170083
168,10797.3,0.50743,2.80417,0.63868,0.37099,1.1662,0.98003,0.98172,0.99071,0.75972,0.82528,0.825,0.81153,0.41803,0.65298,3.50855,0.60146,0.39541,1.34884,0.00165084,0.00165084,0.00165084
169,10857.1,0.50751,2.81513,0.64133,0.36999,1.16753,0.98034,0.981,0.9907,0.75933,0.82539,0.825,0.81135,0.41778,0.65298,3.5069,0.60132,0.39537,1.34886,0.00160084,0.00160084,0.00160084
170,10923.5,0.50404,2.78308,0.63861,0.36674,1.16212,0.98103,0.981,0.9907,0.75911,0.82539,0.825,0.81127,0.4192,0.65301,3.50531,0.60124,0.39502,1.34884,0.00155085,0.00155085,0.00155085
171,10984,0.49858,2.77033,0.63839,0.36579,1.15783,0.98103,0.981,0.99072,0.7594,0.82551,0.825,0.81096,0.41919,0.65301,3.50428,0.60118,0.39497,1.34872,0.00150085,0.00150085,0.00150085
172,11044.8,0.49923,2.77888,0.63683,0.36674,1.16348,0.98103,0.981,0.99075,0.75941,0.82575,0.825,0.81074,0.41946,0.65306,3.50394,0.60109,0.39482,1.3489,0.00145086,0.00145086,0.00145086
173,11107.2,0.49601,2.75838,0.63985,0.36581,1.15711,0.98117,0.981,0.99074,0.7594,0.82179,0.82082,0.80798,0.41841,0.65295,3.50262,0.60102,0.39503,1.3488,0.00140086,0.00140086,0.00140086
174,11169.6,0.49404,2.74237,0.63773,0.36431,1.15559,0.98117,0.981,0.99073,0.75926,0.82269,0.82127,0.80838,0.41906,0.65297,3.50156,0.60089,0.39497,1.34887,0.00135086,0.00135086,0.00135086
175,11230.6,0.49382,2.73916,0.63781,0.3647,1.1581,0.98101,0.98154,0.99073,0.75921,0.82262,0.82084,0.80852,0.41937,0.65301,3.50112,0.60084,0.39469,1.34903,0.00130087,0.00130087,0.00130087
176,11293.7,0.49097,2.71457,0.63881,0.36109,1.15448,0.98079,0.982,0.99076,0.75827,0.8218,0.82087,0.80839,0.42037,0.65294,3.49941,0.60081,0.39457,1.34902,0.00125088,0.00125088,0.00125088
177,11353.1,0.48818,2.70651,0.63339,0.3601,1.14989,0.98101,0.98154,0.99074,0.75891,0.82165,0.82002,0.80854,0.4208,0.65289,3.49745,0.60054,0.39436,1.349,0.00120088,0.00120088,0.00120088
178,11412.7,0.48743,2.71208,0.63678,0.36018,1.14815,0.98005,0.9823,0.99074,0.75823,0.82326,0.821,0.80917,0.42162,0.65288,3.49619,0.60051,0.39435,1.349,0.00115088,0.00115088,0.00115088
179,11522.1,0.49146,2.67594,0.63514,0.36144,1.1496,0.98004,0.98219,0.99074,0.75864,0.82265,0.82104,0.80926,0.4213,0.65277,3.49517,0.60044,0.39439,1.34894,0.00110089,0.00110089,0.00110089
180,11583.7,0.48759,2.67268,0.63213,0.35867,1.14791,0.9803,0.982,0.99071,0.75904,0.82369,0.82223,0.8113,0.42106,0.65289,3.49366,0.60036,0.39425,1.34916,0.00105089,0.00105089,0.00105089
181,11646.3,0.48512,2.66262,0.63077,0.357,1.14791,0.98027,0.981,0.99072,0.75878,0.82424,0.822,0.81138,0.42125,0.65278,3.49189,0.60025,0.39446,1.34921,0.0010009,0.0010009,0.0010009
182,11708.2,0.48639,2.64362,0.63292,0.35892,1.14648,0.9801,0.981,0.99076,0.75926,0.82498,0.823,0.81208,0.42223,0.6528,3.49125,0.60014,0.39465,1.34939,0.000950905,0.000950905,0.000950905
183,11769.8,0.48552,2.65705,0.63171,0.35667,1.14217,0.98013,0.981,0.99072,0.75933,0.82391,0.822,0.81175,0.4216,0.65293,3.48991,0.60003,0.39467,1.34967,0.00090091,0.00090091,0.00090091
184,11828.8,0.48533,2.63958,0.63158,0.35566,1.14276,0.98002,0.98124,0.99073,0.7595,0.82559,0.82364,0.81222,0.42203,0.65293,3.48972,0.5999,0.39451,1.34973,0.000850915,0.000850915,0.000850915
185,11892.6,0.4822,2.62131,0.62438,0.35414,1.1421,0.981,0.98116,0.99075,0.75956,0.8274,0.82454,0.81265,0.4223,0.65283,3.48807,0.59985,0.39451,1.34972,0.00080092,0.00080092,0.00080092
186,11953.2,0.48071,2.63714,0.62927,0.35496,1.13942,0.98102,0.98184,0.99076,0.76,0.82734,0.82416,0.81204,0.42125,0.6528,3.48787,0.59976,0.39469,1.34977,0.000750925,0.000750925,0.000750925
187,12014.7,0.48249,2.63155,0.63336,0.3548,1.14364,0.98001,0.98039,0.99056,0.76004,0.82741,0.82457,0.8121,0.42241,0.65273,3.48702,0.59966,0.39455,1.34972,0.00070093,0.00070093,0.00070093
188,12074.9,0.48031,2.6226,0.62706,0.3565,1.13972,0.98001,0.98043,0.99055,0.76044,0.82666,0.82505,0.81198,0.42216,0.65257,3.48692,0.59961,0.39445,1.34967,0.000650935,0.000650935,0.000650935
189,12133.9,0.48211,2.6017,0.62769,0.35392,1.13614,0.98,0.97985,0.99055,0.76073,0.82628,0.82288,0.81169,0.42245,0.65241,3.48657,0.59956,0.39466,1.34955,0.00060094,0.00060094,0.00060094
190,12197.1,0.47857,2.60253,0.62802,0.35213,1.13637,0.97972,0.981,0.99054,0.76102,0.8268,0.82587,0.81238,0.42297,0.65251,3.48636,0.59941,0.39481,1.34968,0.000550945,0.000550945,0.000550945
191,12259.5,0.47652,2.58677,0.62267,0.34944,1.13567,0.97827,0.982,0.99053,0.76122,0.82557,0.825,0.81192,0.42271,0.65241,3.48606,0.59937,0.39482,1.34973,0.00050095,0.00050095,0.00050095
192,12318.5,0.47639,2.59469,0.62885,0.35183,1.13267,0.9785,0.982,0.99051,0.76069,0.8271,0.821,0.81118,0.42237,0.65238,3.48621,0.5993,0.39458,1.35002,0.000450955,0.000450955,0.000450955
193,12380.1,0.47253,2.58874,0.63014,0.3493,1.1318,0.97843,0.982,0.99054,0.76087,0.82772,0.82156,0.81089,0.42214,0.65231,3.48557,0.59921,0.39469,1.35005,0.00040096,0.00040096,0.00040096
194,12443.7,0.46907,2.56977,0.62701,0.34789,1.12183,0.97833,0.982,0.99051,0.76061,0.82621,0.82,0.81019,0.42217,0.65249,3.48612,0.59915,0.3945,1.35052,0.000350965,0.000350965,0.000350965
195,12504.2,0.47289,2.57697,0.62887,0.34889,1.1319,0.97904,0.98107,0.99051,0.76093,0.82675,0.82079,0.81051,0.42237,0.6525,3.48533,0.59903,0.39436,1.35063,0.00030097,0.00030097,0.00030097
196,12565.7,0.46794,2.54493,0.63016,0.34829,1.12741,0.97842,0.982,0.99048,0.76121,0.82486,0.819,0.80979,0.42186,0.65249,3.48437,0.59905,0.39438,1.35074,0.000250975,0.000250975,0.000250975
197,12625.2,0.46818,2.56334,0.62661,0.34838,1.12697,0.97905,0.98132,0.99046,0.761,0.82586,0.82046,0.81066,0.42228,0.65249,3.48466,0.59902,0.39429,1.35093,0.00020098,0.00020098,0.00020098
198,12686.3,0.46969,2.55148,0.62285,0.34694,1.12642,0.97904,0.98075,0.99047,0.76132,0.82637,0.822,0.81128,0.42279,0.65257,3.48427,0.59894,0.39411,1.35125,0.000150985,0.000150985,0.000150985
199,12747.2,0.46903,2.55818,0.62764,0.34782,1.13039,0.97903,0.98034,0.99046,0.76121,0.82624,0.822,0.81145,0.42357,0.65261,3.48369,0.59884,0.39412,1.35141,0.00010099,0.00010099,0.00010099
200,12810.1,0.46991,2.54893,0.62643,0.34778,1.13062,0.97903,0.98059,0.99045,0.76095,0.82596,0.823,0.81155,0.42367,0.65262,3.4831,0.59882,0.39412,1.35148,5.0995e-05,5.0995e-05,5.0995e-05
