epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
27,1951.13,0.91516,6.68604,0.78074,0.81519,1.68778,0.82271,0.791,0.85765,0.47593,0.47819,0.338,0.27273,0.0716,1.09123,6.87586,0.70455,0.99472,2.0142,0.0728131,0.00280419,0.00280419
28,2011.96,0.89898,6.55981,0.77555,0.78187,1.66359,0.83279,0.84,0.90376,0.53106,0.45346,0.32856,0.25626,0.07021,1.00257,6.93072,0.70828,0.83311,1.83262,0.0717981,0.0029003,0.0029003
29,2069.51,0.91067,6.57962,0.77132,0.79148,1.67185,0.81249,0.804,0.87181,0.48269,0.4272,0.38,0.26995,0.07015,1.05368,6.97552,0.71106,0.95656,1.92425,0.0707825,0.00299586,0.00299586
30,2130.58,0.89425,6.53129,0.77465,0.79313,1.65588,0.83757,0.91268,0.92643,0.54636,0.48789,0.45254,0.32623,0.08273,0.94742,6.30763,0.6974,0.91994,1.79651,0.0697664,0.00309087,0.00309087
31,2239.98,0.88494,6.41775,0.77261,0.77244,1.64402,0.82055,0.835,0.891,0.50616,0.4496,0.369,0.28865,0.08378,1.06019,6.77095,0.69609,0.81358,1.98687,0.0687498,0.00318531,0.00318531
32,2301.51,0.90312,6.47681,0.77254,0.78727,1.66672,0.81766,0.866,0.89613,0.51734,0.4779,0.45,0.33887,0.08888,1.01072,6.28945,0.69192,0.84798,1.91331,0.0677325,0.00327921,0.00327921
33,2357.56,0.89357,6.41167,0.77323,0.77651,1.65758,0.7254,0.673,0.71832,0.3669,0.38575,0.27758,0.19368,0.05236,1.20623,7.50062,0.70118,1.27948,2.12632,0.0667148,0.00337254,0.00337254
34,2414.99,0.88105,6.36527,0.7705,0.76561,1.63294,0.87502,0.86,0.9291,0.55082,0.53885,0.46038,0.37147,0.09959,0.97226,6.30055,0.70328,0.78346,1.81278,0.0656964,0.00346533,0.00346533
35,2522.51,0.88312,6.33289,0.76595,0.74931,1.63866,0.84776,0.858,0.91001,0.5434,0.54487,0.431,0.3681,0.10911,0.99965,6.40516,0.69203,0.77813,1.82007,0.0646776,0.00355755,0.00355755
36,2582.66,0.87749,6.32461,0.77281,0.75871,1.63445,0.85494,0.863,0.9178,0.54869,0.52683,0.423,0.36327,0.113,0.95398,6.42813,0.69052,0.78922,1.76355,0.0636581,0.00364922,0.00364922
37,2639.9,0.88187,6.39508,0.76756,0.75959,1.63878,0.83421,0.84029,0.88575,0.49313,0.48267,0.436,0.30146,0.08438,1.03888,6.45655,0.68684,0.89436,1.92036,0.0626381,0.00374034,0.00374034
38,2694.88,0.87737,6.30238,0.76734,0.7416,1.62753,0.88444,0.894,0.94049,0.57515,0.57478,0.518,0.44581,0.13379,0.94439,5.82901,0.68433,0.72843,1.7839,0.0616176,0.0038309,0.0038309
39,2807.3,0.88658,6.28714,0.76594,0.75406,1.63211,0.78301,0.808,0.82722,0.43815,0.54164,0.447,0.352,0.10864,1.10241,6.33922,0.68088,0.87347,1.94664,0.0605965,0.0039209,0.0039209
40,2869.23,0.86142,6.17757,0.76989,0.73986,1.61305,0.88082,0.937,0.95865,0.6216,0.60794,0.563,0.49069,0.16479,0.85636,5.53659,0.67414,0.65325,1.63952,0.0595748,0.00401035,0.00401035
41,2925.66,0.85468,6.13264,0.76656,0.7245,1.60536,0.89277,0.87423,0.93405,0.59505,0.59568,0.499,0.45167,0.13905,0.89916,6.06112,0.68133,0.72266,1.70123,0.0585526,0.00409925,0.00409925
42,2980.95,0.85641,6.11801,0.7658,0.73505,1.60076,0.89736,0.924,0.96041,0.6144,0.64121,0.56831,0.49219,0.15762,0.87381,5.54973,0.68022,0.67156,1.65723,0.0575298,0.00418758,0.00418758
43,3091.32,0.84469,6.0359,0.76235,0.72003,1.58586,0.91417,0.918,0.96174,0.6346,0.65049,0.58626,0.51322,0.16431,0.83171,5.39311,0.67486,0.62581,1.60718,0.0565065,0.00427537,0.00427537
44,3153.92,0.85533,6.01558,0.75885,0.71868,1.60182,0.8913,0.906,0.94746,0.59013,0.58877,0.548,0.46898,0.1513,0.91815,5.76234,0.67793,0.67945,1.7194,0.0554826,0.00436259,0.00436259
45,3211.26,0.84752,5.98963,0.75595,0.70584,1.59448,0.86001,0.91,0.94252,0.58261,0.57941,0.562,0.4611,0.13591,0.87131,5.50679,0.67994,0.72115,1.66334,0.0544582,0.00444926,0.00444926
46,3267.32,0.83994,5.87724,0.7594,0.69473,1.5824,0.93355,0.934,0.96603,0.6408,0.63285,0.614,0.53698,0.18253,0.83299,5.30669,0.67479,0.60958,1.58691,0.0534332,0.00453538,0.00453538
47,3377.72,0.8393,5.90801,0.76053,0.7041,1.58271,0.91485,0.938,0.96659,0.64,0.65312,0.603,0.52628,0.17362,0.81828,5.33858,0.67028,0.61397,1.57298,0.0524076,0.00462094,0.00462094
48,3438.6,0.83048,5.86727,0.75875,0.68565,1.57135,0.90989,0.90882,0.9568,0.62152,0.63514,0.58316,0.52083,0.18193,0.88115,5.34884,0.67148,0.65414,1.68672,0.0513815,0.00470594,0.00470594
49,3494.97,0.8383,5.78256,0.7542,0.68405,1.57325,0.93073,0.92713,0.96718,0.63055,0.64749,0.61166,0.53215,0.18497,0.84087,5.3247,0.67306,0.60405,1.62607,0.0503548,0.00479039,0.00479039
50,3550.55,0.82339,5.8466,0.75939,0.67701,1.56785,0.91653,0.93333,0.97013,0.64266,0.66458,0.612,0.53831,0.19012,0.81671,5.14532,0.67067,0.62529,1.57787,0.0493276,0.00487429,0.00487429
51,3664.72,0.82849,5.81286,0.76164,0.68032,1.56624,0.9198,0.92901,0.96216,0.64964,0.67632,0.623,0.54581,0.19862,0.80631,5.10568,0.66708,0.61021,1.57274,0.0482998,0.00495763,0.00495763
52,3726.18,0.82307,5.67572,0.7553,0.6683,1.56184,0.92195,0.958,0.97526,0.66006,0.66949,0.63807,0.56391,0.21136,0.78305,4.96193,0.66447,0.57813,1.51856,0.0472715,0.00504041,0.00504041
53,3783.16,0.80751,5.61653,0.75144,0.65292,1.52883,0.9373,0.95667,0.98055,0.67004,0.70709,0.66869,0.59987,0.22246,0.76796,4.75142,0.66278,0.53952,1.50109,0.0462426,0.00512264,0.00512264
54,3840.67,0.81018,5.67906,0.75021,0.65915,1.53975,0.93162,0.946,0.97952,0.65452,0.71976,0.641,0.59229,0.2177,0.78493,4.82775,0.66402,0.56225,1.5151,0.0452132,0.00520431,0.00520431
55,3952.54,0.81684,5.62729,0.75449,0.65898,1.5502,0.93189,0.952,0.97784,0.66261,0.69818,0.663,0.57827,0.20779,0.79298,4.91071,0.66402,0.56346,1.55561,0.0441832,0.00528542,0.00528542
56,4013.18,0.81542,5.61021,0.74972,0.65605,1.54067,0.94922,0.95326,0.97889,0.65438,0.69677,0.67787,0.60083,0.21593,0.79944,4.91698,0.66425,0.56064,1.54116,0.0431527,0.00536599,0.00536599
57,4068.78,0.81369,5.57882,0.75192,0.65388,1.54771,0.93073,0.952,0.97526,0.6722,0.6844,0.691,0.59468,0.21888,0.77363,4.7519,0.66133,0.5592,1.51782,0.0421215,0.00544599,0.00544599
58,4124.72,0.81065,5.50998,0.74536,0.64491,1.53265,0.94853,0.937,0.97726,0.68372,0.70856,0.68562,0.6383,0.24579,0.77072,4.68269,0.65693,0.54569,1.51178,0.0410899,0.00552544,0.00552544
59,4236.97,0.79542,5.43192,0.74867,0.63205,1.52595,0.94457,0.95436,0.97896,0.67371,0.70316,0.678,0.62712,0.24349,0.76421,4.66306,0.65843,0.52971,1.50333,0.0400577,0.00560434,0.00560434
60,4299.95,0.8002,5.43652,0.74242,0.63862,1.52513,0.94376,0.95649,0.98325,0.68278,0.73644,0.676,0.63072,0.23823,0.76821,4.69197,0.65859,0.5298,1.50491,0.0390249,0.00568267,0.00568267
61,4357.1,0.79214,5.41975,0.74343,0.6258,1.51816,0.95336,0.96074,0.98455,0.68283,0.73374,0.715,0.64686,0.25112,0.74361,4.48531,0.65386,0.53467,1.46627,0.0379916,0.00576046,0.00576046
62,4414.03,0.79505,5.39396,0.74397,0.63158,1.52539,0.9389,0.96818,0.97985,0.68445,0.70696,0.716,0.63475,0.24584,0.75256,4.53949,0.6532,0.51473,1.47318,0.0369577,0.00583769,0.00583769
63,4532.94,0.79156,5.35736,0.74031,0.62315,1.51411,0.93577,0.953,0.97187,0.67388,0.70967,0.713,0.62184,0.24013,0.76965,4.53459,0.65554,0.54295,1.51371,0.0359232,0.00591436,0.00591436
64,4596.73,0.7902,5.26416,0.73525,0.62042,1.50516,0.96234,0.97096,0.98838,0.68965,0.75831,0.73105,0.67266,0.26614,0.73944,4.36251,0.65148,0.50348,1.44992,0.0348883,0.00599047,0.00599047
65,4653.33,0.78357,5.324,0.74813,0.61696,1.50733,0.95671,0.961,0.9831,0.68801,0.75362,0.725,0.66004,0.26134,0.73012,4.36032,0.65025,0.5042,1.45008,0.0338527,0.00606604,0.00606604
66,4708.44,0.77288,5.25261,0.73953,0.60663,1.50053,0.95096,0.969,0.98648,0.70436,0.75063,0.725,0.67284,0.2799,0.72361,4.30117,0.64618,0.50018,1.43358,0.0328166,0.00614104,0.00614104
67,4819.35,0.76971,5.20692,0.74048,0.60322,1.49077,0.94775,0.97943,0.98659,0.69943,0.74376,0.726,0.66202,0.27393,0.72853,4.32038,0.64643,0.50652,1.43246,0.0317799,0.00621549,0.00621549
68,4881.22,0.7842,5.22895,0.7352,0.61344,1.50271,0.95268,0.968,0.98418,0.69735,0.74825,0.729,0.67458,0.27688,0.72316,4.31438,0.64811,0.50817,1.43557,0.0307427,0.00628939,0.00628939
69,4938.66,0.77209,5.15965,0.73362,0.59623,1.4886,0.95393,0.97317,0.98694,0.70536,0.74782,0.736,0.67291,0.28452,0.72329,4.2645,0.64724,0.48649,1.438,0.0297049,0.00636273,0.00636273
70,4994.81,0.76413,5.09276,0.73477,0.58729,1.48101,0.95735,0.972,0.98715,0.70351,0.7499,0.75558,0.68809,0.30022,0.72717,4.19908,0.64562,0.4846,1.4344,0.0286666,0.00643551,0.00643551
71,5105.05,0.75962,5.05134,0.73196,0.58216,1.47474,0.95406,0.97607,0.98582,0.7072,0.75978,0.763,0.70227,0.30303,0.7188,4.1528,0.64191,0.48159,1.42072,0.0276277,0.00650774,0.00650774
72,5166.47,0.76077,5.04532,0.73047,0.5899,1.47273,0.96067,0.971,0.98736,0.70269,0.77494,0.76,0.70032,0.28835,0.70957,4.15253,0.63942,0.48014,1.41492,0.0265883,0.00657941,0.00657941
73,5223.84,0.75308,5.04101,0.72658,0.57915,1.46863,0.96052,0.971,0.98827,0.7157,0.76869,0.77,0.71362,0.31045,0.7087,4.12342,0.6379,0.47117,1.41164,0.0255483,0.00665053,0.00665053
74,5280.67,0.75786,5.03438,0.73096,0.58389,1.47854,0.96616,0.9706,0.98763,0.7108,0.78307,0.777,0.72089,0.30533,0.70882,4.14185,0.63996,0.46923,1.41421,0.0245078,0.00672109,0.00672109
75,5393.76,0.76518,5.04455,0.7321,0.59346,1.48379,0.95718,0.98,0.98954,0.70941,0.77404,0.76731,0.71663,0.31298,0.71256,4.10539,0.63805,0.46862,1.42279,0.0234667,0.0067911,0.0067911
76,5456.28,0.76097,4.96961,0.73067,0.57592,1.47769,0.9518,0.978,0.98608,0.70982,0.7663,0.771,0.71199,0.30341,0.70982,4.07466,0.63608,0.46864,1.41644,0.022425,0.00686055,0.00686055
77,5511.82,0.74905,4.93064,0.7266,0.57862,1.45693,0.96255,0.97676,0.98746,0.70704,0.77329,0.771,0.70748,0.30339,0.70754,4.08999,0.63627,0.47105,1.41146,0.0213828,0.00692944,0.00692944
78,5567.46,0.75245,4.89954,0.72966,0.57153,1.46709,0.96355,0.97807,0.98715,0.70954,0.78027,0.775,0.71073,0.31345,0.71247,4.04484,0.63512,0.46489,1.40989,0.02034,0.00699778,0.00699778
79,5677.57,0.74544,4.8565,0.72426,0.56898,1.45342,0.95855,0.97127,0.98739,0.71741,0.77701,0.777,0.7217,0.32308,0.70143,4.0352,0.63807,0.45951,1.40568,0.0192967,0.00706557,0.00706557
80,5736.73,0.73979,4.88944,0.72268,0.56151,1.44643,0.95502,0.97663,0.98706,0.7138,0.78399,0.76943,0.71292,0.31354,0.69777,4.02269,0.63772,0.46316,1.40198,0.0182528,0.0071328,0.0071328
81,5792.9,0.73684,4.80101,0.72368,0.56188,1.44624,0.95093,0.979,0.98631,0.72017,0.76673,0.777,0.71295,0.31405,0.6946,3.99838,0.63593,0.4567,1.39953,0.0172084,0.00719947,0.00719947
82,5848.1,0.73293,4.78334,0.72124,0.55377,1.44016,0.95969,0.975,0.98861,0.71912,0.7972,0.785,0.73531,0.3255,0.69447,3.95599,0.63402,0.45395,1.39299,0.0161634,0.00726559,0.00726559
83,5960.82,0.73491,4.81626,0.71922,0.55398,1.44365,0.96658,0.976,0.98924,0.717,0.78822,0.78904,0.73417,0.32929,0.69485,3.93372,0.63265,0.45013,1.39558,0.0151178,0.00733115,0.00733115
84,6023.09,0.72991,4.75344,0.71948,0.55265,1.4433,0.972,0.978,0.98851,0.71589,0.78972,0.795,0.72738,0.32504,0.69293,3.9263,0.63211,0.45223,1.3971,0.0140717,0.00739616,0.00739616
85,6079.6,0.72856,4.72868,0.71963,0.54195,1.43389,0.96646,0.9798,0.98522,0.71628,0.79481,0.79021,0.73217,0.32952,0.69581,3.91116,0.6315,0.44569,1.40211,0.0130251,0.00746061,0.00746061
86,6135.08,0.73074,4.70852,0.71663,0.55151,1.43972,0.96628,0.981,0.98907,0.72099,0.79494,0.786,0.73449,0.32728,0.69285,3.91336,0.63112,0.44524,1.3956,0.0119778,0.0075245,0.0075245
87,6248.41,0.72163,4.68898,0.71835,0.54249,1.42509,0.96843,0.98169,0.98794,0.72098,0.78359,0.79298,0.74002,0.33325,0.69328,3.90553,0.62898,0.4416,1.39562,0.0109301,0.00758784,0.00758784
88,6308.8,0.72305,4.69445,0.71715,0.54134,1.43025,0.96322,0.984,0.98732,0.72179,0.78805,0.79568,0.74115,0.3378,0.69284,3.87179,0.62971,0.44072,1.39457,0.00988174,0.00765063,0.00765063
89,6365.67,0.72159,4.65539,0.71517,0.53722,1.42875,0.96649,0.98,0.98804,0.72413,0.79838,0.798,0.74947,0.33712,0.69111,3.88154,0.62861,0.44057,1.38717,0.00883286,0.00771286,0.00771286
90,6421.14,0.72544,4.67786,0.71742,0.54744,1.4271,0.96883,0.979,0.98859,0.7283,0.79444,0.8,0.75457,0.34307,0.68317,3.85933,0.62739,0.4391,1.38133,0.00778342,0.00777453,0.00777453
91,6532.01,0.7196,4.58338,0.71469,0.54253,1.42628,0.97323,0.98155,0.98859,0.72899,0.79775,0.801,0.74712,0.34027,0.68114,3.85441,0.62662,0.43691,1.37904,0.00775023,0.00775023,0.00775023
92,6591.34,0.72027,4.57782,0.71276,0.54067,1.41742,0.97643,0.979,0.9884,0.73177,0.80034,0.79769,0.74467,0.34384,0.67903,3.83606,0.62557,0.43522,1.37369,0.00772523,0.00772523,0.00772523
93,6648.27,0.7136,4.54093,0.70934,0.52464,1.41797,0.97232,0.979,0.98767,0.73414,0.79512,0.79949,0.74089,0.34429,0.67844,3.81733,0.62552,0.42927,1.37527,0.00770023,0.00770023,0.00770023
94,6704.84,0.70609,4.49658,0.70848,0.51752,1.40624,0.9721,0.97561,0.98681,0.73729,0.79562,0.79805,0.74253,0.34473,0.67547,3.80029,0.62597,0.42853,1.36945,0.00767523,0.00767523,0.00767523
95,6818.25,0.70995,4.53418,0.70792,0.53162,1.41083,0.96622,0.979,0.98604,0.73601,0.79786,0.80519,0.75107,0.35013,0.67618,3.79029,0.62553,0.4282,1.37199,0.00765024,0.00765024,0.00765024
96,6878.69,0.70504,4.50717,0.71117,0.52617,1.40387,0.96795,0.979,0.98776,0.73682,0.80637,0.81,0.7594,0.35275,0.67294,3.76739,0.62295,0.42694,1.36924,0.00762524,0.00762524,0.00762524
97,6935.18,0.69744,4.47353,0.70376,0.51302,1.3977,0.97612,0.977,0.98871,0.7398,0.81565,0.807,0.76443,0.35362,0.67156,3.75423,0.62201,0.42326,1.36854,0.00760024,0.00760024,0.00760024
98,6989.78,0.69546,4.37725,0.70292,0.51412,1.39285,0.97486,0.976,0.98848,0.74164,0.80903,0.804,0.75712,0.35147,0.66961,3.74675,0.62124,0.42197,1.36591,0.00757524,0.00757524,0.00757524
99,7102.47,0.69822,4.36417,0.7057,0.51771,1.39413,0.97335,0.977,0.98833,0.74084,0.81923,0.811,0.76896,0.35266,0.66928,3.72976,0.62075,0.42297,1.36412,0.00755024,0.00755024,0.00755024
100,7161.58,0.69531,4.35075,0.70479,0.5126,1.39388,0.97507,0.97764,0.99093,0.74214,0.80941,0.809,0.7641,0.35428,0.66543,3.72063,0.61974,0.42031,1.35974,0.00752525,0.00752525,0.00752525
101,7218.92,0.68804,4.32177,0.70859,0.5136,1.38883,0.97022,0.985,0.99148,0.74294,0.80437,0.80998,0.7607,0.35653,0.66417,3.69976,0.61966,0.41734,1.35967,0.00750025,0.00750025,0.00750025
102,7275.41,0.6816,4.25848,0.69601,0.49842,1.38088,0.96851,0.98417,0.99154,0.74299,0.81352,0.803,0.76061,0.35563,0.66174,3.68372,0.61842,0.41559,1.35566,0.00747525,0.00747525,0.00747525
103,7385.75,0.67892,4.22215,0.69618,0.49612,1.36958,0.96802,0.986,0.99097,0.74474,0.81329,0.813,0.77192,0.36117,0.66142,3.67817,0.61751,0.4142,1.35737,0.00745026,0.00745026,0.00745026
104,7447.56,0.67961,4.23247,0.69886,0.49981,1.3721,0.97145,0.985,0.99032,0.74285,0.81782,0.821,0.77907,0.36686,0.65915,3.66159,0.61669,0.41517,1.3544,0.00742526,0.00742526,0.00742526
105,7502.01,0.67631,4.25747,0.69554,0.49975,1.37331,0.97377,0.983,0.99017,0.7446,0.82826,0.82952,0.79145,0.36734,0.66109,3.64648,0.6145,0.41496,1.35682,0.00740026,0.00740026,0.00740026
106,7559.39,0.67285,4.16694,0.69189,0.4925,1.36557,0.97328,0.98347,0.99114,0.74498,0.82973,0.82356,0.79345,0.37125,0.66102,3.63512,0.61338,0.41264,1.35656,0.00737526,0.00737526,0.00737526
107,7672.69,0.66476,4.12285,0.69091,0.48598,1.35868,0.97563,0.983,0.99058,0.74547,0.82201,0.81744,0.78381,0.37308,0.65944,3.62396,0.61228,0.41229,1.35489,0.00735027,0.00735027,0.00735027
108,7734.79,0.66724,4.11179,0.68993,0.48751,1.36101,0.97607,0.97909,0.99093,0.74443,0.82987,0.825,0.79576,0.37529,0.65814,3.61533,0.6113,0.41262,1.35281,0.00732527,0.00732527,0.00732527
109,7791.51,0.66175,4.08597,0.69244,0.48545,1.3526,0.97752,0.978,0.99066,0.74639,0.83193,0.825,0.79566,0.37633,0.65672,3.60882,0.6107,0.41221,1.3509,0.00730027,0.00730027,0.00730027
110,7846.73,0.66043,4.09952,0.69058,0.4856,1.35135,0.9751,0.97909,0.99055,0.74716,0.82941,0.821,0.78956,0.37686,0.65543,3.60054,0.60977,0.41168,1.34929,0.00727527,0.00727527,0.00727527
111,7959.31,0.66593,4.0733,0.69226,0.48783,1.36075,0.97894,0.975,0.99071,0.74865,0.83257,0.82546,0.79358,0.37911,0.65439,3.58951,0.60991,0.41033,1.34788,0.00725027,0.00725027,0.00725027
112,8019.11,0.66223,4.01762,0.68936,0.48096,1.35287,0.98166,0.981,0.99129,0.74845,0.83364,0.82179,0.79074,0.3803,0.65445,3.58241,0.60875,0.40934,1.34819,0.00722528,0.00722528,0.00722528
113,8074.04,0.65759,4.03046,0.68699,0.47676,1.34637,0.97767,0.98,0.99105,0.74878,0.83105,0.822,0.7891,0.37935,0.65489,3.58469,0.60885,0.40913,1.34872,0.00720028,0.00720028,0.00720028
114,8129.22,0.65866,4.03416,0.68662,0.47649,1.35117,0.97517,0.9818,0.99102,0.75008,0.83075,0.822,0.79054,0.38224,0.65464,3.58214,0.60856,0.4078,1.34722,0.00717528,0.00717528,0.00717528
115,8242.05,0.6517,4.01082,0.68693,0.4742,1.34005,0.9781,0.98259,0.99091,0.75086,0.82927,0.83,0.79369,0.38434,0.65568,3.58268,0.60786,0.40703,1.34764,0.00715029,0.00715029,0.00715029
116,8302.69,0.65283,3.95173,0.68634,0.47456,1.34169,0.97632,0.983,0.99099,0.75172,0.83265,0.83,0.79121,0.38507,0.65493,3.57374,0.60751,0.40575,1.34634,0.00712529,0.00712529,0.00712529
117,8358.59,0.65278,3.96297,0.68398,0.47435,1.33304,0.97611,0.98052,0.99096,0.75333,0.83447,0.83181,0.79842,0.38592,0.65489,3.57482,0.60709,0.40503,1.34632,0.00710029,0.00710029,0.00710029
118,8415.95,0.64723,3.89508,0.68029,0.46359,1.33238,0.97804,0.97993,0.99062,0.75318,0.83911,0.836,0.80213,0.38861,0.65383,3.56629,0.60669,0.40525,1.34363,0.00707529,0.00707529,0.00707529
119,8528.67,0.64563,3.9032,0.68296,0.46694,1.33555,0.9791,0.978,0.99049,0.7537,0.83261,0.828,0.79296,0.38927,0.65313,3.55771,0.60648,0.40539,1.34282,0.0070503,0.0070503,0.0070503
120,8587.51,0.64382,3.88014,0.67872,0.46593,1.33185,0.97801,0.97847,0.98995,0.75298,0.82738,0.82442,0.79028,0.38965,0.65242,3.55408,0.6064,0.40371,1.34225,0.0070253,0.0070253,0.0070253
